ORNEK_NO,old_id,new_id,IKLIM_TIPI,ORIJIN,ISLETME_SEKLI,KARISIM_SEKLI,KAPALILIK_DURUMU,LOKAL_KONUM,BOLGE_ADI,MUDURLUK_ADI,SEFLIK_ADI,NAD_X,NAD_Y,PLANDAKI_MESCERE_TIPI,AKTUEL_MES_TIP,BONITET,BOLME_NO,EGIM,BAKI,RAKIM,PAFTA_NO,UTM_X,UTM_Y,IL_ADI,ILCE_ADI,DILIM_NO,ONCEKI_ARAZI,MEVCUT_ARAZI,STATU_VE_TESCIL,STATUSU,TKGM_2021_,TAPUCINSAC,PARSEL_TUR,ARAZI_KUL,ISLETME_DURUMU,ORMAN_FORMU,MULKIYET,KATLILIK_DURUMU,GELISIM_CAGI,KORUMA_AMACLI_ONLEM,KORUMA_AMACLI_ONLEM_SEKLI,İŞLETME_AMAÇLARI,ADAYA_ANIT_AGACI,ADAY_ANIT_AGACI_TURU,ADAY_ANIT_AGACI_BOY,ADAY_ANIT_AGACI_CAP,ADAY_ANIT_AGACI_UTMX,ADAY_ANIT_AGACI_UTMY,DOGAL_GENCLIK,DAGILIM,DIGER_VEJETASYON_TURU,DIGER_VEJETASYON_TIPI,YUZEYSEL_TASLIK,DIS_TOPRAK,DIS_TOPRAK_ORTULU,DIS_TOPRAK_CIPLAK_DURUMU,OLU_ORTU_TIPI,OLU_ORTU_TIPI_ESAS_TUR_KARISIMI,OLU_ORTU_KALINLIGI_MUL,OLU_ORTU_KALINLIGI_HUMUS,OLU_ORTU_CURUNTULU_MUL,MUTLAK_DERINLIK,FIZYOLOJIK_DERINLIK,H1_HORIZON_TASLIGI,H2_HORIZON_TASLIGI,H3_HORIZON_TASLIGI,H4_HORIZON_TASLIGI,H1_HORIZON_KALINLIGI,H2_HORIZON_KALINLIGI,H3_HORIZON,H4__HORIZON,ANKAYA,ANKAYA_NOT,HEDEF_TURU,HEDEF_TURU_ACIKLAMA,DOGALLIK,ORMAN_ZARARLILARI,YAPRAK_KAYIP_ORANI,ENVANTER_EKIBI,ROPERDEN_ORNEK_ALANA_GIDIS,DIGER_GOZLEM,BAG_1,BAG_2,ENVANTER_TARIHI,YIL,BLOK
925876,88860,925876,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Boşluklu Kapalı,Alt Yamaç,İSTANBUL,TEKİRDAĞ,MALKARA,27.19773416,41.11822383,Z,Z,0,753,8,Doğu,109,F18-d3,516600,4551900,Tekirdağ,Hayrabolu,35,Orman,Orman,Statüsüz,,Orman Degil, ,2,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,NA,2,,Kadastro Dışı Ağaçlık Alan ,2,,,,,,Az,Heterojen,,Yok,,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,76,81,,,,,17,27,28,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,Orman Disi - Ziraat,Tarladan orman icine 50m gidildi,,05-08-2019,2019,4
925879,88870,925879,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Alt Yamaç,İSTANBUL,TEKİRDAĞ,MALKARA,27.19765311,41.09119976,MzGna3,MzGna3,4,736,12,Güney,160,F18-d3,516600,4548900,Tekirdağ,Hayrabolu,35,Ziraat,Ziraat,Statüsüz,,Orman Degil, ,2,ZİRAAT,İşletilmeyen ,Açıklık Alan,Özel,Yok,A,,,Sosyal Baskılı Alanlar,,,,,,,Yok,,,,,,Yok,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Açıklık Alan,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,,,Ornek alan agacsiz alana denk geldiginden envanter alınmadı,,05-08-2020,2020,5
925885,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Sırt,İSTANBUL,TEKİRDAĞ,TEKİRDAĞ,27.197491,41.037151,OT,OT,0,545,10,Düzlük,190,F18-d3,516600,4542900,Tekirdağ,Süleymanpaşa,35,Bilinmiyor,Orman,Statüsüz,,,,,,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,NA,Koruma Amaçlı Önlem Yok,,Sosyal Baskılı Alanlar,Hayır,,,,,,Yok,,,Yok,5,Örtülü,Yeşillenmiş,,Yaprak,Saf Yapraklı,1,,1,110,110,5,5,5,,,0-20,2110,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,Araçtan Noktaya 6 M 230 Derece,Arazi Genel Olarak Cevresiyle Birlikte Ot Olup Muteril Olarak Meşe Agaçları Var,Profilden Noktaya 6 M 110 Derece ,,16-08-2022,2022,2
925901,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.197009,40.875003,MzGnb3,MzGnb3,4,194,4,Kuzey Batı,240,G18-a2,516600,4524900,Tekirdağ,Süleymanpaşa,35,Bilinmiyor,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,İki Katlı,B,Koruma Amaçlı Önlem Yok,,Sosyal Baskılı Alanlar,Hayır,,,,,,Yok,,,Yok,,Örtülü,Yeşillenmiş,,Yaprak,Yapraklı Karışık,1,,,110,110,5,10,15,,30,30,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinatlardan 209° açı ile 114 m mesafededir.",Yok,"Nokta, toprak profilinden 180° açı ile 7,5 m mesafededir.",,30-07-2023,2023,3
925907,88980,925907,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.19676885,40.79392666,MzGna3,MzGna3,4,428,35,Kuzey,305,G18-a3,516600,4515900,Tekirdağ,Şarköy,35,Orman,Orman,Statüsüz,,Orman,Orman,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Orta,Heterojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Çürüntü Mul,Yapraklı Karışık,1,,1,110,110,,5,20,80,,5,35,70,Numune Alındı,,,Bilinmiyor,Doğala Uygun,Hayvan,Az Hasta,ERGİN ÇAĞATAY ÇANKAYA,araçtan noktaya 0 derece 25 m,-,"profılden noktaya 129 derce 7,35 m",,08-01-2022,2021,1
925909,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.196689,40.766901,Mza3,Mza3,4,523,45,Batı,524,G18-a3,516600,4512900,Tekirdağ,Şarköy,35,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN, ,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Saf Yapraklı,2,,1,110,110,10,20,35,,0,11-40,4110,,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Kesim,Az Hasta,ERGİN ÇAĞATAY ÇANKAYA,Araçtan Noktaya 397 M325 Derece,-,"Profılden Noktaya 5,83 M 34 Derece",,18-08-2022,2022,2
925911,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,ŞARKÖY,27.196609,40.739875,MlMza3,MlMza3,4,163,5,Batı,623,G18-d2,516600,4509900,Tekirdağ,Şarköy,35,Bilinmiyor,Orman,Statüsüz,,Orman,Orman, ,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Yok,,,Yok,,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Saf Yapraklı,2,,2,110,110+,10,10,5,,30,30,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinatlardan 251° açı ile 72 m mesafededir.",Yok,"Nokta, toprak profilinden 85° açı ile 13,2 m mesafededir.",,30-07-2023,2023,3
925913,89010,925913,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,İSTANBUL,TEKİRDAĞ,ŞARKÖY,27.19652997,40.71284951,Z,Z,0,367,17,Düzlük,292,G18-d2,516600,4506900,Tekirdağ,Şarköy,35,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,NA,,,Kadastro Dışı Ağaçlık Alan ,,,,,,,Yok,,,,,,Yok,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Açıklık Alan,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,,Orman Disi - Ziraat,Uzum bahçesi,,06-08-2019,2019,4
926209,94270,926209,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,TEKİRDAĞ,27.23270708,40.90196139,ÇkSa3,ÇkSa3,4,95,14,Kuzey Doğu,238,G18-a2,519600,4527900,Tekirdağ,Süleymanpaşa,35,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,A,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Yok,,,,,,Yeşillenmiş,,Ham Humus,Saf Yapraklı,,"0,20",,105,105,,,2,,50,60,22190,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,Acilen bakıma ihtiyacı var. Nokta planı temsil etmiyor.,,,06-08-2019,2019,4
926213,94290,926213,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.2325179,40.84791122,Mzb2,Mzb2,4,307,60,Batı,285,G18-a3,519600,4521900,Tekirdağ,Süleymanpaşa,35,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Orta,Heterojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Çürüntü Mul,Yapraklı Karışık,1,,1,110,110,2,5,10,,15,65,30,,Numune Alındı,,,Bilinmiyor,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,araçtan noktaya 358 derece 538 m,-,"profılden noktaya 33 derece 8,40 m",,04-01-2022,2021,1
926217,,,Karadeniz kiyi ardi iliman iklim kusagi,Tohum+Sürgün ,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Üst Yamaç,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.232329,40.793861,Z,Z,0,434,80,Doğu,356,G18-a3,519600,4515900,Tekirdağ,Şarköy,35,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,ZİRAAT,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,NA,Koruma Amaçlı Önlem Yok,,Kadastro Dışı Ağaçlık Alan ,Hayır,,,,,,Yok,Yok,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,2,,2,110,110+,20,20,45,,30,30,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Sarılıcı Bitkiler,Az Hasta,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinatlardan 259° açı ile 264 m mesafededir.",Yok,"nokta, toprak profilinden 9° açı ile 5,8 m mesafededir.",,24-07-2023,2023,3
926461,99163,926461,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Alt Yamaç,İSTANBUL,KIRKLARELİ,DEĞİRMENDERE,27.27293054,42.009797,ÇkMb3,ÇkMb3,2,77,30,Batı,383,D18-c4,522600,4650900,Kırklareli,Kofçaz,35,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,Kaliteli ve Özellikli Odun Üretimi,2,,,,,,Az,Heterojen,,Yok,10,,Ölü Örtü Kaplı,,Mul,Yapraklı + İbreli Karışık,,12,,110+,120,5,10,5,,40,50,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,,Yoldan doğu yönünde 100 m gidilerek noktaya varıldı.,,07-09-2020,2020,5
926463,99173,926463,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.27281512,41.98277728,MGncd3,MGncd3,3,122,7,Güney,655,E18-b1,522600,4647900,Kırklareli,Kofçaz,35,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,C,Koruma Amaçlı Önlem Yok,,Kaliteli ve Özellikli Odun Üretimi,Hayır,,,,,,Orta,Heterojen,,Yok,10,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Yapraklı Karışık,2,1,2,70,70,,15,,85,,16,,54,Numune Alındı,,,Hedef Tür Yok,Doğala Yakın,Yok,Az Hasta,ERGİN ÇAĞATAY ÇANKAYA,araçtan noktaya 220 derece 440 mt ,arazide 3 farklı tür cok katlı şekılde bulunmaktadır ,profılden noktaya 40 derece 5 mt , mt üretim yolundan noktaya  derece ,162-2021,2021,1
926465,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.2727,41.955757,MGnab3,MGnab3,3,163,40,Kuzey,633,E18-b1,522600,4644900,Kırklareli,Kofçaz,35,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,7,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,3,,2,110,110+,5,5,10,,0-5,6-40,4110,,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, aracın kaldığı yerden 313 derece açıyla 196 metre uzaklıktadır.",Arazide çok sayıda kırık dal parçaları bulunmaktadır.,"Nokta, profil çukurundan 200 derece açıyla 2,5 metre uzaklıktadır.",,04-08-2022,2022,2
926467,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.272585,41.928737,Ma3,Ma3,2,191,10,Güney Doğu,606,E18-b1,522600,4641900,Kırklareli,Merkez,35,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,4,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,1,,1,100,100+,10,10,55,90,30,30,40,100+,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinatlardan 359° açı ile 55 m mesafededir.",Yok,"Nokta, toprak profilinden 86° açı ile 4 m mesafededir.",,06-08-2023,2023,3
926469,99203,926469,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Alt Yamaç,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.2724698,41.90171738,Ma,Ma,2,215,11,Güney Doğu,446,E18-b1,522600,4638900,Kırklareli,Merkez,35,Orman,Orman,Statüsüz,,Orman,Kiraz Pınar Serisi Kuzulu Devlet Ormanı,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,A,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Az,Heterojen,,Yok,70,Örtülü,Ölü Örtü Kaplı,,Yok,Yok,,,,40,"40,10",65,70,,,30,40,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,,,,27-08-2019,2019,4
926473,99223,926473,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Gevşek Kapalı,Tepe,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.27224038,41.8476768,Çka,Çka,3,350,15,Kuzey Doğu,344,E18-b4,522600,4632900,Kırklareli,Merkez,35,Orman,Orman,Statüsüz,,Orman,Kirazpınar Serisi Kuzulu Devlet Ormano,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,1,Örtülü,Ölü Örtü Kaplı,,Çürüntü Mul,Yapraklı Karışık,2,,1,95,95,,10,30,,,5,90,,Numune Alındı,,,Bilinmiyor,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,araçtan noktaya 70 derece 300mt ,-,profılden noktaya 244 derece 7 mt ,,132-2021,2021,1
926475,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Boşluklu Kapalı,Taban,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.272126,41.820656,BÇkM,BÇkM,0,440,40,Güney,336,E18-b4,522600,4629900,Kırklareli,Merkez,35,Bilinmiyor,Orman,Statüsüz,,Orman,Devlet Ormanı (Kadı Köy Serisi Ahmetçe Dönmeler Merhamet Kaya İbrahim Kayaları),1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,NA,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Yok,,,Yok,3,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı + İbreli Karışık,2,,1,95,80,,,35,80,,,0-65,665,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, aracın kaldığı yerden 100 derece açıyla 355 metre uzaklıktadır.",Saha dere tabanında olup karaçam ve meşe karışımı bulunmaktadır. Ayrıca güçlü gelişmiş karaçamlar vardır. Ölçüme giren ağaç olmayıp etrafı aktüelde yapraklı ibrelidir.,"Nokta, profil çukuruna 132 derece açıyla ve 2 metre uzaklıktadır.",,29-07-2022,2022,2
926477,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Açıklık Alan,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Üst Yamaç,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.272012,41.793636,BÇkM,BÇkM,0,452,25,Kuzey,300,E18-b4,522600,4626900,Kırklareli,Merkez,35,Bilinmiyor,Orman,Statüsüz,,Orman,Devlet Ormanı (Kadı Köy Serisi Ahmetçe Dönmeler Merhamet Kaya İbrahim Kayaları),1,İSKAN,İşletilmeyen ,Maki,Devlet Ormanı,Tek Katlı,NA,Koruma Amaçlı Önlem Yok,,Su Kaynaklarını Koruma,Hayır,,,,,,Az,Heterojen,,Yok,55,Örtülü,Yeşillenmiş,,Yaprak,Yapraklı Karışık,1,,,30,30+,40,,,90,30,,,30+,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinatlardan 271° açı ile 425 m mesafededir.",Yok,"Nokta, toprak profilinden 186° açı ile 2 m mesafededir.",,07-06-2023,2023,3
926485,,,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Koru,Açıklık Alan,Boşluklu Kapalı,Orta Yamaç,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.271556,41.685552,Z,Z,0,519,10,Kuzey,192,E18-c1,522600,4614900,Kırklareli,Merkez,35,Ziraat,Ziraat,Statüsüz,,,,,,İşletilen Orman,Aynıyaşlı Maktalı,Özel Orman,Yok,NA,Koruma Amaçlı Önlem Yok,,Tarım arazisi ,Hayır,,,,,,Yok,Yok,,Sulak Alan Vejetasyonu,,Örtülü,Yeşillenmiş,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, aracın kaldığı yerden 355 derece 30 metre uzaklıktadır.",Nokta ziraat parseline düştüğü için ölçüm yapılmamıştır.,,,31-07-2022,2022,2
926503,,,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Taban,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ ,27.27054,41.442356,Z,Z,0,182,2,Dere İçi,77,F18-b1,522600,4587900,Kırklareli,Lüleburgaz,35,Orman,Orman,Statüsüz,,,,,,İşletilmeyen ,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,NA,Koruma Amaçlı Önlem Yok,,Tarım arazisi ,Hayır,,,,,,Yok,,sazlık,Bataklık Vejetasyonu,5,Örtülü,Yabanlaşmış,,Çürüntü Mul,Yapraklı Karışık,1,,1,110,110,,10,25,,,10,100,,Numune Alındı,,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,araçtan noktaya 260 derece 8 metre ,"nokta bataklık -sazlık alana düştü kavak , söğüt ve tüylü meşe türleri gözlemlendi","profilden noktaya 218 derece 7,80 metre ",,152-2021,2021,1
926835,104339,926835,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,İSTANBUL,KIRKLARELİ,DEĞİRMENDERE,27.30942181,42.06374401,Mbc2,Mbc2,2,35,27,Güney Batı,337,D18-c4,525600,4656900,Kırklareli,Kofçaz,35,Orman,Orman,Statüsüz,,Orman,KARAABALAR DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,Kaliteli ve Özellikli Odun Üretimi,2,,,,,,Az,Heterojen,,Yok,35,,Yok,,Yok,Yok,,,,100,"100,10",1,5,10,,30,40,14885,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,İki kapalılıkta Meşe meşceresi yüzeysel taşlılık var.,,,07-09-2020,2020,5
926839,104349,926839,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+IBRELI,Normal Kapalı,Üst Yamaç,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.3092907,42.03672464,ÇkMab3,ÇkMab3,2,17,10,Güney Batı,436,D18-c4,525600,4653900,Kırklareli,Kofçaz,35,Orman,Orman,Statüsüz,,Orman,ORMAN, ,ORMAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,Kaliteli ve Özellikli Odun Üretimi,Hayır,,,,,,Yok,,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Saf İbreli,3,1,1,110,110,5,7,15,,10,50,50,,Numune Alınmadı,Ulaşılamadı,karaçam,Hedef Tür Var,Yapay,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,araçtan noktaya  120 derece 600 mt ,nokta karaçam agaçlandırmasına isabet ettı ,"profılden noktaya 127 derece 5,50 mt ",,302-2021,2021,1
926843,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.30916,42.009705,Mcd2,Mcd2,2,100,55,Güney Batı,486,D18-c4,525600,4650900,Kırklareli,Kofçaz,35,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,C,Koruma Amaçlı Önlem Yok,,Kaliteli ve Özellikli Odun Üretimi,Hayır,,,,,,Çok,Homojen,,Yok,8,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Saf Yapraklı,3,,1,110,110+,7,,30,70,5,,16-40,41+,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Kar,Az Hasta,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, aracın kaldığı yerden 130 derece açıyla 112 metre uzaklıktadır.",Arazide kardan dolayı devrik ve kırıklar vardır. Oldukça sağlıklı ve sık gençlik vardır.,"Nokta, profil çukuruna 220 derece açıyla ve 5 metre uzaklıktadır.",,29-07-2022,2022,2
